SN.,size of cluster,cluster member,merge reason,first match count,second match count
61,1,['umm'],NA,"(0, None)","(0, None)"
62,1,['wise'],NA,"(1, (5, 'intelligence/knowledge', 9, 12))","(0, None)"
63,1,['hard'],NA,"(1, (4, 'determination', 8, 13))","(0, None)"
64,1,['empathy'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
65,1,['u'],NA,"(0, None)","(0, None)"
66,1,['join'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
67,1,['motives'],NA,"(1, (6, 'honesty', 7, 10))","(0, None)"
68,1,['inclusivity'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
69,1,['strong'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
70,1,['problem'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
71,1,['prejudices'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
72,1,['prejudice'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
73,1,['dedication'],NA,"(1, (4, 'determination', 8, 13))","(0, None)"
74,1,['trustworthy'],NA,"(1, (6, 'honesty', 7, 10))","(0, None)"
75,1,['ulterior'],NA,"(1, (6, 'honesty', 7, 10))","(0, None)"
76,1,['decisions'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
77,1,['nice'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
78,1,['different'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
79,1,['morality'],NA,"(0, None)","(0, None)"
80,1,['good'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
81,1,['stressful'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
82,1,"[""i'm""]",NA,"(0, None)","(0, None)"
83,1,['trustworthiness'],NA,"(1, (6, 'honesty', 7, 10))","(0, None)"
84,1,['politics'],NA,"(1, (3, 'political skills ', 9, 16))","(0, None)"
85,1,['capable'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
86,1,['sure'],NA,"(0, None)","(0, None)"
87,1,['relations'],NA,"(1, (3, 'political skills ', 9, 16))","(0, None)"
88,1,['peaceful'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
89,1,['levelheadedness'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
90,1,['management'],NA,"(0, None)","(0, None)"
91,1,['decisiveness'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
92,1,['whole'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
93,1,['underprivileged'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
94,1,['polite'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
95,1,['diplomacy'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
96,1,['groups'],NA,"(1, (2, 'relate to diverse groups', 8, 17))","(0, None)"
97,1,['sophisticated'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
98,1,['deliberate'],NA,"(1, (0, 'leadership', 17, 29))","(0, None)"
99,1,['commitment'],NA,"(1, (4, 'determination', 8, 13))","(0, None)"
100,1,['president'],NA,"(0, None)","(0, None)"
101,1,['understanding'],NA,"(1, (3, 'political skills ', 9, 16))","(0, None)"
102,1,['care'],NA,"(1, (1, 'diplomacy', 18, 22))","(0, None)"
